"name","tags","dateFrom","dateTo","timeFrom","timeTo","placename","street","zip","city","description","url","type","image","imageType","lat","lon"
"Frederik Willem de Klerk","iwgr","3. April",,"19:00",,"Frauenkirche Dresden","Neumarkt",,"Dresden","Im Rahmen der Reihe »Friedensnobelpreisträger in der Frauenkirche Dresden« spricht der ehemalige Staatspräsident der Republik Südafrika, Friedensnobelpreisträger von 1993, Frederik Willem de Klerk. Die Rede steht unter dem Leitgedanken der Veranstaltungsr","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.051873","13.741522"
"Montagscafé mit Überraschungsgast","iwgr","3. April",,"19:00","21:30","Kleines Haus","Glacisstraße 28",,"Dresden","Workshop","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0616","13.75062"
"Yohannes. Kein Spaziergang.","iwgr","4. April",,"19:00",,"Bürgerbüro Dr. Eva-Maria Stange","Rudolf-Renner-Straße 51","01159","Dresden","Ein Fotoprojekt von Inge Jann. Während eines Spaziergangs erzählt Yohannes, 20 Jahre alt, von seinen Erfahrung mit Alltagsrassismus in Dresden.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.043802","13.694276"
"Die Strenggläubigen. Fundamentalismus in der islamischen Welt","iwgr","6. April",,"19:00",,"VHS Dresden","Annenstraße 10",,"Dresden","Lesung, Vortrag und Diskussion","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.049494","13.729814"
"Madgermanes – Ausbeutung unter deutscher Flagge?","iwgr","6. April",,"19:00",,"Dreikönigskirche/Kleiner Festsaal","Hauptstraße 23","01097","Dresden","Die Veranstaltung findet in Gedenken an Jorge Gomondai statt und wird einen Blick auf die Umstände der Vertragsarbeiterinnen und Vertragsarbeiter aus Mosambik zur Wendezeit und deren erschwerte Lebensbedingungen in ihrem Heimatland heute richten. Der mosa","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.060911","13.743297"
"Was können wir gegen Rassismusursachen tun?","iwgr","30. March",,"19:00",,"ÖIZ Dresden","Kreuzstraße 7","01067","Dresden","Diskussion: Was tun mit beschränkten Mitteln gegen die gesellschaftlichen Ursachen von Rassismus?","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.049157","13.739196"
"Der Pontifex der Überraschungen","iwgr","13. March",,"19:30",,"St.-Benno-Gymnasium Dresden","Pillnitzer Straße 39",,"Dresden","Vier Jahre Papst Franziskus. Unter anderem wird sein Einsatz für Flüchtlinge hervorgehoben, auch seine Mahnung an das EU-Parlament.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.05104","13.75697"
"Romeo und Julia","iwgr","21. March",,"19:30","21:00","Kleines Haus","Glacisstraße 28",,"Dresden","Romeo und Julia von William Shakespeare, ein Theaterprojekt in arabischer und deutscher Sprache","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-5/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0616","13.75062"
"Länderabend Syrien.","iwgr","21. March",,"19:30",,"Gemeindehaus Christuskirche","Elsa-Brändström-Straße 1",,"Dresden","Geflüchtete berichten.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.026731","13.76556"
"Fritz Bauer – Jurist aus Freiheitssinn und Anwalt der Überlebenden","iwgr","22. March",,"19:30",,"Katholische Akademie","Haus der Kathedrale, Schloßstraße 24",,"Dresden","Fritz Bauer setzte sich konsequent für die Verfolgten und Schwächsten der Gesellschaft ein.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.052632","13.738002"
"Ökologischer Wiederaufbau in Kobane/Rojava in Syrien","iwgr","22. March",,"19:30",,"Umweltzentrum Dresden","Schützengasse 16","01067","Dresden","Vortrag und Diskussion. Die bundesweite Initiative stellt sich vor. Mit dem Physiker Prof. Dr. Christian Jooß aus Göttingen, der vom Aufbau eines Gesundheits- und Sozialzentrums in Kobane berichtet.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.054441","13.726197"
"„Pegida als Spiegel und Projektionsfläche“ – Buchvorstellung und Diskussion","iwgr","30. March",,"19:30",,"FrauenBildungsHaus Dresden e.V.","Oskarstr. 1","01219","Dresden","Autor*innen des im Sommer 2016 erschienenen Buches „Pegida als Spiegel und Projektionsfläche“ zu Gast im Frauen*bildungszentrum!","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-89/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.02921","13.759443"
"Islam und Christentum – Was eint? Was trennt?","iwgr","3. April",,"19:30",,"Apostelkirche Dresden","Kopernikusstraße 40",,"Dresden","Vortrag mit Herrn Dr. Harald Lamprecht, Beauftragter für Weltanschauungsfragen der Ev.-Luth. Landeskirche Sachsen. Anschließend gibt es die Möglichkeit, miteinander ins Gespräch zu kommen und sich über Bindendes und Trennendes im Glauben zu sprechen. Eine","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-copy-2-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.09209","13.71052"
"Neonschwarz","iwgr","23. March",,"20:00",,"scheune","Alaunstraße 36-40",,"Dresden","Musik mit Zeitgeist und Humor, Herz und Rückgrat, Hedonismus und Lebensbejahung – zu 100 Prozent.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-4-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.066175","13.750713"
"Beat Combines: Drum & Bass Party","iwgr","24. March",,"20:00",,"Jugendhaus Prohlis","Niedersedlitzer Straße 50",,"Dresden","Party mit mehreren DJ´s.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-4-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.006832","13.806874"
"Leben ohne Rassismus in Sachsen und überall – Eine Ausstellung internationaler Studierender in Sachsen","iwgr","19. March",,"20:15",,"Gemeindezentrum Ev.-Luth. Johanneskirchgemeinde","Fiedlerstraße 2","01307","Dresden","Studierende, Absolventen und Kinder tauschten sich im Wochenendseminar des Studienbegleitprogramms STUBE über Rassismus und Diskriminierung aus.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-93/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.05283","13.77184"
"Ankerplatz gesucht: Bücherboot-Ausstellung","iwgr","1. March","30. March",,,"Bibliothek Neustadt (Städtische Bibliotheken Dresden)","Königsbrücker Straße 26","01099","Dresden","Ausstellung","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.06752","13.747374"
"Veranstaltung auf Anfrage: Dresdner Bürgerinnen und Bürger und Migrantinnen und Migranten im 16. Jahrhundert","iwgr","16. March","6. April",,,"Stadtarchiv Dresden","Elisabeth-Boer-Straße 1",,"Dresden","Veranstaltung auf Anfrage.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-copy-copy-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.08141","13.7579"
"Veranstaltung auf Anfrage: Nachkriegszeit in Dresden (1945 bis 1949)","iwgr","16. March","6. April",,,"Stadtarchiv Dresden","Elisabeth-Boer-Straße 1",,"Dresden","Zwischen Flucht und Lebensmittelknappheit.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.08141","13.7579"
"Nach Karrada: Trauer. Alltag. Zukunft?","iwgr","16. March","6. April","10:00","16:00","Neues Rathaus Dresden","Rathausplatz 1","01067","Dresden","Ausstellung: Der irakische Fotograph Ziyad Matti zeigt Fotografien aus Bagdad nach dem Anschlag im Juli 2016.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.04817","13.741956"
"Ausstellungseröffnung „100 Bilder – Wer bin ich? – Woher komme ich? – Was will ich machen?“","iwgr","16. March",,"16:00",,"Ladenfenster direkt an der Haltestelle Hauptbahnhof Nord","Prager Straße 2","01069","Dresden","Ein Kurde, der vor 5 Jahren aus dem Iran flüchten musste, hat im letzten Jahr geflüchtete Menschen nach ihren Wünschen befragt, 80 Bilder sind entstanden und sollen erstmalig der Öffentlichkeit gezeigt werden.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.041525","13.734798"
"Wie konnte es so weit kommen? Versuch eine Anklage in eine Frage zu wandeln","iwgr","16. March","6. April",,,"Auf Anfrage",,,"Dresden","Historisch reflektierte Alltagserfahrungen vor und während der NS-Zeit.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-3/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.050409","13.737262"
"Installation des polnischen Künstlers Pawel Lubkowski","iwgr","16. March","6. April",,,"Dresden (Ort wird noch bekanntgegeben)",,,"Dresden","Eine Installation aus Ziegeln und Reagenzgläsern mit Tränen – als Symbole für Mauern, Isolation und Leid.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.050409","13.737262"
"Ausstellungseröffnung „Fragments of Memories“","iwgr","17. March",,"19:00",,"Johannstädter Kulturtreff e.V.","Elisenstraße 35","01307","Dresden","Die Ausstellung zeigt Lebensgeschichten von Menschen verschiedenen Glaubens aus Dresden und möchte uns deren Standpunkte, Ideen und Hoffnungen mitteilen. Es möchte eine Stadt bewerben, die eine Vielfalt an Kulturen, Menschen unterschiedlicher Herkunft und","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-105-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.055917","13.760764"
"EIN-AUS-WEIT-BLICK","iwgr","18. March","10. June",,,"Kinder- und Jugendgalerie EINHORN","Königstraße 15","01097","Dresden","Verschiedene Jugendkunstschulen aus Nordrhein-Westfalen stellen in Dresden ihre Gemeinschaftsprojekte mit Flüchtlingen aus.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.061749","13.7427"
"Anti-Rassismus-Workshop","iwgr","18. March",,"9:30",,"Ev.-Luth. Kirchgemeinde Dresden-Gruna-Seidnitz, Gemeindehaus Gruna","Bodenbacher Str. 24","01277","Dresden","Worte finden – zum Umgang mit Alltagsrassismus und rechtspopulistischen Äußerungen","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-25-copy-copy-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.03365","13.78175"
"Worte finden – zum Umgang mit Alltagsrassismus und rechtspopulistischen Äußerungen","iwgr","18. March",,"9:30","12:30","Gemeindehaus Gruna","Bodenbacher Straße 24",,"Dresden","Theaterworkshop nach Augusto Boal, Theater der Unterdrückten. Informationen bekommen und selbst Handlungsmöglichkeiten ausprobieren.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-116-copy-2-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.03365","13.78175"
"Leben ohne Rassismus – in Sachsen und überall","iwgr","19. March",,"20:15",,"Gemeindezentrum an der Trinitatiskirchruine","Fiedlerstraße 2",,"Dresden","Vernissage der Ausstellung internationaler Studierender (19. March bis 16. April).","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-116-copy-3/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.05283","13.77184"
"Leben ohne Rassismus – in Sachsen und überall","iwgr","19. March","16. April",,,"Gemeindezentrum (an der Trinitatiskirchruine)","Fiedlerstraße 2",,"Dresden","Ausstellung internationaler Studierender in Sachsen. mit Sätzen und Fotos regen Studierende an, in Sachsen und anderswo ohne Diskriminierung und ohne Hass zu leben. Es kann gelingen! Meinungen sind gefragt und Mitmachen erwünscht.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.05283","13.77184"
"Perspektivwechsel","iwgr","22. March",,"19:00",,"SPIKE Dresden","Karl-Laux-Str. 5","01219","Dresden","Geflüchtete erzählen von ihren Erfahrungen in der neuen Heimat Deutschland.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-25-copy-copy-copy-copy-2-copy-copy-copy-copy-copy-copy-copy-copy-2-copy-2-copy-copy-copy-copy-copy-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.013728","13.769624"
"Comiclesung „expedition“","iwgr","22. March",,"19:00",,"Johannstädter Kulturtreff e.V.","Elisenstraße 35","01307","Dresden","Mit René Grodde. Eine internationale Expedition verfolgt ein gemeinsames Ziel. Es läuft jedoch nicht so, wie geplant.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.055917","13.760764"
"Gewalt, Krieg und Rassismus","iwgr","24. March",,"17:00",,"Kreativzentrum Omnibus","Berliner Straße 65",,"Dresden","Vernissage der Bilderausstellung des russischen Künstlers Alexeij Botschurow mit Informations- und Kulturprogramm.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-4-copy-copy-copy-5/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.05695","13.7098"
"Ausstellung – Asyl ist Menschenrecht","iwgr","24. March",,"13:00",,"riesa efau","Wachsbleichstr. 4a","01067","Dresden","Die Ausstellung enthält vielfältige Informationen über Flüchtlinge und ihre Situation.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-83/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.056022","13.720674"
"Ausstellung – Asyl ist Menschenrecht","iwgr","25. March",,"13:00",,"riesa efau","Wachsbleichstr. 4a","01067","Dresden","Die Ausstellung enthält vielfältige Informationen über Flüchtlinge und ihre Situation.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-83-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.056022","13.720674"
"Ausstellung – Asyl ist Menschenrecht","iwgr","26. March",,"11:30",,"riesa efau","Wachsbleichstr. 4a","01067","Dresden","Die Ausstellung enthält vielfältige Informationen über Flüchtlinge und ihre Situation.","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-83-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.056022","13.720674"
"Kleinfeldfußballturnier „SPORTVEREINT“","iwgr","26. March",,"10:16",,"Turnhalle der Oberschule „Geschwister Scholl“ Hainsberg","Richard-Wolff-Straße 1",,"Freital","Das Kleinfeldfußballturnier „SPORTVEREINT“ist offen für Freizeitfußballer aller Nationalitäten. Um den Pokal des Oberbürgermeisters der Stadt Freital spielen nach dem Motto, „Wir kämpfen nur im Sport“, 10-15 Mannschaften, gemischt aus Einheimischen und Mi","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-101/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","50.9786","13.62243"
"Andernorts – Ein Blick auf kulturelle Vielfalt","iwgr","28. March",,"18:00",,"Grünes Büro","Schlüterstraße 7",,"Dresden","Vernissage zur Ausstellung mit den Arbeiten junger Menschen verschiedener Herkunft.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.036566","13.789476"
"Verbranntes Haus","iwgr","31. March","30. April",,,"Kultur Aktiv, Galerie NEUE OSTEN","Bautzner Straße 49",,"Dresden","Ausstellung über Flucht aus Tschetschenien im Fokus: Tschetschenische Familien in Berlin und Dresden.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2-copy-copy-copy-copy-3-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.063211","13.755891"
"Wie im Traum","iwgr","1. April","23. April",,,"Kultur Aktiv, Galerie NEUE OSTEN","Bautzner Straße 49",,"Dresden","Fotografien, Grafiken, Collagen und Texte aus künstlerischen Projekten mit Geflüchteten.","http://internationale-wochen-gegen-rassismus.de/event/yohannes-kein-spaziergang-ein-fotoprojekt-von-inge-jann-copy-copy-copy-2-copy-2-copy-copy-copy-copy-3-copy-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.063211","13.755891"
"Yohannes. Kein Spaziergang.","iwgr","4. April","1. October",,,"Bürgerbüro Dr. Eva-Maria Stange","Rudolf-Renner-Straße 51","01159","Dresden","Ein Fotoprojekt von Inge Jann. Während eines Spaziergangs erzählt Yohannes, 20 Jahre alt, von seinen Erfahrung mit Alltagsrassismus in Dresden.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-2-copy-2/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.043802","13.694276"
"Rechte Gewalt in Sachsen","iwgr","5. April","6. April",,,"Neues Rathaus Dresden","Rathausplatz 1","01067","Dresden","Ausstellung.","http://internationale-wochen-gegen-rassismus.de/event/extrem-radikal-orientierungslos-copy-copy-4-copy-4-copy-24-copy-5-copy-10-copy-4-copy-6-copy-2-copy-copy-2-copy-copy-copy-copy-2-copy-copy/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.04817","13.741956"
"Ausstellung: „Warum wir nach Dresden gekommen sind…“","iwgr","16. March","20. March",,,"Marie-Curie-Gymnasium Dresden, Festsaalgebäude","Zirkusstraße 7","01069","Dresden","Beschreibung der Verfolgungsschicksale jüdischer Migranten aus der Sowjetunion in der Ära der Post-Perestroika. Erlebnisberichte von Zeitzeugen über nationalistischen antisemitischen Terror gegen ethnische Minderheiten, subtile Ausgrenzungen als Juden in ","http://internationale-wochen-gegen-rassismus.de/event/was-koennen-wir-gegen-rassismusursachen-tun-copy-6-copy-6-copy-copy-87/","2","http://about.afeefa.de/wp-content/uploads/2017/03/IWgR_Header_5-2.png","image","51.0505","13.74938"
,,,,,,,,,,,,,,,,
